公司,城市,简评,结果,难度,自评
滴滴出行,广州,2名面试官 面一个应聘者，主要是根据简历问一些问题，注重实际问题解决能力，所以面试时要能够说明白自己用什么方法、解决什么问题、得到什么效果啦！还有，岗位要求写的都是最低要求，在面试数据分析时，虽然满足了招聘信息上的各种技术，但是真正面试时还是对其他技术各种问题，平时多学习吧！面试过程估计就20分钟。,面试未通过,困难,不好
广州佰聆信息科技有限公司,福州,面试官是为数据分析师，问了很多专业问题，我并没有准备，大多数没有上来。所以没有通过，有点可惜，因为专业知识都学过。,面试未通过,困难,一般
博世汽车部件（苏州）有限公司,苏州,"简单问问海外工作实习经验，项目经历等，问了些技能，Tableau,Sql等等，之前在实习单位的实习经历主要用到了那些工具。",感觉靠谱,有难度,很好
百度,北京,上午过去面试，穿过保安，在前台领牌号，面试官下来接，一系列流程，想说百度的安全防护真好。和面试官聊了不到半小时吧，问了我现在的具体工作内容及如何做数据分析的，然后介绍了他们部门招的这个岗位具体做什么，说实话没问特别难的问题，感觉聊得还可以。然后面试官去找他们领导，然后就没有然后了，他说在备选行列，其实就是委婉的拒绝了。,感觉没戏,困难,一般
字节跳动,北京,<p>一共面试了三轮。第一轮见了数据分析部的经理和算法部的经理，他们两个都侧重让我阐述简历的经历，问了一些统计学的概念和SQL statement。</p><p>第二轮与负责海外用户增长的负责人电话面试，她问了我对字节跳动海外业务拓展的想法。</p><p>第三轮与全球用户增长部负责人面试，他着重问我简历上的经历，很可惜没有通过。</p>,面试未通过,有难度,很好
网易考拉海购,杭州,<p>面试官人非常好。首先是自我介绍，不过完全出乎我的意料之外，至今不知道是不是面的另外一个网易其他部门的面试官帮我推荐的。</p><p>然后是问研究生期间所参与的项目这些。后面也结合具体的业务问了问题，但是回答的并不好。整体上看，个人技能，还有你对数据分析师的理解，很在乎你和这个岗位的匹配度，包括认知和能力上。</p>,感觉没戏,有难度,一般
字节跳动,北京,一轮面试官是一位数据分析师，主要集中在介绍我的工作经历和对app的理解和分析上，没有问tech方面的问题。,面试未通过,有难度,一般
字节跳动,北京,一轮面试官是一位数据分析师，主要集中在介绍我的工作经历和对app的理解和分析上，没有问tech方面的问题。,面试未通过,有难度,一般
阿里巴巴,杭州,投的16年暑假阿里的数据分析实习，面的是阿里安全部，面试一共三轮。第一轮纯技术，问了基本概率统计，贝叶斯，隐马尔可夫模型，机器学习，和信息熵的东西。编程的没怎么问，主要就是sql的 join问题，时间一共一个半小时左右； 第二轮是部门leader面试，没问什么技术的，主要问了以前的经历和背景；第三轮hr面，主要是一些性格层面的东西，比如职业规划，为何选择阿里之类的～,感觉靠谱,有难度,很好
趣店,厦门,过程是视频面试。流程大概如下：个人介绍；讲工作中的项目；为什么选数据分析；如果公司要吸引新客户，如何分析不同渠道的效果；有什么问题。,感觉没戏,一般,很好
车好多集团,北京,<p>面试数据分析师的实习生。到那儿先给了一张试卷，有两道SQL的题，手写编程，不是很难，但是由于自己刚刚自学一些内容，学的不精通，所以做的不好。</p><p>接下来是技术人员面试，一个很nice的小姐姐，一直告诉我不要紧张，讲了笔试题，问了简历的情况，如实回答就好。</p><p>最后是数据总监面试，问了项目的情况，要求很具体的表述自己所做的内容，我又紧张然后没回答好，觉得凉凉，但面试体验还不错，作为第一个面试，长了一些经验吧。</p>,感觉没戏,一般,很好
58同城,北京,面试的是数据分析师助理，主要是问你对互联网行业的理解， 对移动互联网的理解，专业知识没有问太多，问了是否有大数据的经验。,面试未通过,有难度,一般
上海钢富电子商务有限公司,上海,面试过程，因为应届生主要面了一些简历上面的经历，还有一些数据分析的知识点，很不错的一段经历，一家很不错的公司。,感觉靠谱,有难度,很好
Q房网,深圳,先是部门领导面试，自我介绍，以往工作的介绍，以往工作作品的一些说明，数据分析思路的一个探讨，相对比较轻松。然后再是人事面。,面试通过,有难度,很好
美团网,北京,技术电话面试，然后是技术面试，主要问项目过程，主要做过什么，问了数据分析你流程，算法，以及一些sql实现，然后是HR面。,感觉没戏,有难度,很好
字节跳动,北京,首先是自我介绍，然后问了我对数据分析师这个岗位的理解，接下来问了我的项目，然后问了如果有一天发现今日头条的用户量突然下降，怎么分析这件事。,面试未通过,有难度,很好
FORMAX,深圳,本来投的数据分析师建模方向的岗位，结果那边估计老早就安排好了想让我去做数据运营，一去到面试官都是问平时工作经验，感觉面试官也不懂技术，问他们用的什么数据库都回答不了。,面试通过,一般,一般
百度,北京,一共两轮面试，第一轮是个技术员，第二轮是技术主管，两轮面试问的问题基本差不多，简单介绍一下自己做过哪些项目，都会使用什么数据分析工具。,面试未通过,困难,很好
东吴证券,苏州,部门主管面试的，公司挺好，主要离学校近。问了相关专业问题，这次招聘的人挺多，主要还是传统金融行业，我所面试的部门数据分析方面的工作不太多。主要是做数据的维护工作。,感觉靠谱,有难度,很好
中公教育,济南,数据分析部门的主管进行的一对一面试，气氛比较融洽，互相了解相互选择，主要运用的数据分析软件是exel，并且主管建议先轮岗，之后再进入数据分析部门，工资不高，工作环境一般，面完就放弃了。,感觉靠谱,一般,一般
百度,北京,面试官很专业，问的问题都比较贴合业务，比较注重数据分析在实际场景中的应用，面试还挺有难度的，有点紧张，自己没发挥好，期望下次再能得到面试的机会。,感觉靠谱,困难,很好
Ernst ＆Young,香港,<p>港科大招聘会上看到了EY的展台，问了一句有没有数据分析岗位，人力说还真有，要了我的邮箱。3月15电话邀约，3月20一面。一个英国的manager，问了些技术问题3月21邀约25号二面。两个香港本地的manager，继续问简历，技术类问题，介绍他们的业务。透露了一下今年要招五个人，已经招了三个。</p><p>4月1号邀约3号partner面，par是一个可爱的澳洲大叔，还有一个女生senior manager。问了以前在美国的初创公司的经历，为什么来香港之类的。没有问一些奇怪的问题，常规聊天。一周过去了暂时还没有消息，听说应届生是个神奇的网站，来分享一下希望有offer吧～</p>,感觉靠谱,有难度,很好
武汉百捷集团,武汉,面试过程整体比较轻松愉快，像聊天拉家常一样。面试官和主管都非常年轻。公司似乎十分注重员工的活力和激情。当然数据分析基础知识还是要有的，分析思维是第一，不过百捷集团偏向销售，分析之类的主要是服务业务，技术类知识要求不深。,面试通过,一般,一般
广州易初莲花,广州,<p>面试的是高级数据分析师。先填信息表再面试，面试分了3轮，一轮是部门同事沟通，一轮是部门直属上司复试，一轮SQL语句上机试，其中复试时候的感觉十分不好。</p><p>第一轮面试应该是部门同事，做了自我介绍，询问以前的项目经验，用的是什么工具，原来的工资水平跟以后的期望薪酬，基本是根据简历和信息表问的问题，题目本身也比较常见吧，小哥哥也比较亲切。当时本来想让立刻二面的，因为主管在开会只能另外安排。当天就打电话通知二面，为了就时间，没办法只能直接排到当天下午。</p><p>二面是部门主管，人事姐姐在隔壁（没问问题），大致问题跟上面差不多，另外有问了职责规划，平常的兴趣爱好（我答了读书），喜欢读什么书，一年的阅读学习量，会不会用spss modeling，会不会做关联规则跟推荐算法，还问了平时喜欢用的一些电商，概括他们的3个营销，平常特点线上线下消费比例，用没用卜蜂莲花，吉之岛跟美思佰乐有什么差别，怎么做用户分群，你对你家附近超市的营销情况有什么感觉，如果给了一类商品你会怎么做数据分析和推广策略，你的优缺点各2个，给2个理由为什么要招一个毫无经验的你进来。</p><p>最后还安排了上机考试，上机考的SQL语句，可以查百度，不会很难，但是有一些函数或者定义变量的方法，出于系统限制是不能用的。可能是我本身理解有问题吧，但是强烈建议招聘岗位的时候能写清楚一点，岗位名称写着“高级数据分析师”真的太容易误导人了。</p><p>这个岗位需要的是超商运营+数据分析人才，听面试官的话，能做这个岗位的人，应该需要很大的学习量（她原来的实习生每个月能读2本书），需要有市场运营推广的直觉，需要有运用数据分析工具的能力（可以用SQL、spss modeling），需要有处理大量数据的能力，需要了解关联算法、推荐算法，需要能很勤奋很能吃苦，大致上比较适合有能力又主动的人磨炼自己吧，反正我肯定是不行了。</p>,面试未通过,有难度,不好
